prompt;label;source
Act as a Professional Artist focusing on Photography. 1) Explain the exposure triangle. 2) Describe depth of field manipulation. 3) Detail RAW processing. 4) Outline composition rules. Format: Field guide.;good;AI
Act as a Professional Artist focusing on Printmaking. 1) Define linocut relief. 2) Describe intaglio etching. 3) Detail registration marks. 4) Outline edition numbering. Format: Workshop instructions.;good;AI
Act as a Professional Artist focusing on Ceramics. 1) Explain wheel throwing centering. 2) Describe bisque firing. 3) Detail glaze chemistry. 4) Outline thermal shock prevention. Format: Pottery handbook.;good;AI
Act as a Professional Artist focusing on Collage. 1) Define decoupage. 2) Describe archival adhesives. 3) Detail juxtaposition concepts. 4) Outline mixed media sealing. Format: Project brief.;good;AI
Act as a Professional Artist focusing on Calligraphy. 1) Explain nib flexibility. 2) Describe ink consistency. 3) Detail italic ascenders. 4) Outline flourished capitals. Format: Practice sheets description.;good;AI
Act as a Professional Artist focusing on Typography. 1) Define kerning and leading. 2) Describe serif vs sans-serif use cases. 3) Detail typographic hierarchy. 4) Outline web font optimization. Format: Design specification.;good;AI
Act as a Professional Artist focusing on Illustration. 1) Explain editorial constraints. 2) Describe visual storytelling. 3) Detail color scripting. 4) Outline client revision cycles. Format: Freelance workflow.;good;AI
Act as a Professional Artist focusing on Animation. 1) Define squash and stretch. 2) Describe keyframing vs tweening. 3) Detail walk cycles. 4) Outline lip-syncing mechanics. Format: Animator's checklist.;good;AI
Act as a Professional Artist focusing on Concept art. 1) Explain silhouette readability. 2) Describe photobashing. 3) Detail orthographic turnarounds. 4) Outline mood board creation. Format: Production pipeline guide.;good;AI
Act as a Professional Artist focusing on Portraiture. 1) Define facial proportions. 2) Describe planar analysis. 3) Detail skin tone mixing. 4) Outline capturing likeness. Format: Masterclass outline.;good;AI
Act as a Professional Artist focusing on Landscape. 1) Explain foreground/background contrast. 2) Describe plein air setups. 3) Detail foliage texture abstraction. 4) Outline light direction. Format: Composition study.;good;AI
Act as a Professional Artist focusing on Abstract. 1) Define non-representational forms. 2) Describe color field theory. 3) Detail mark-making intuition. 4) Outline focal point creation without subjects. Format: Manifesto.;good;AI
Act as a Professional Artist focusing on Still life. 1) Explain chiaroscuro lighting. 2) Describe object arrangement. 3) Detail material reflection painting. 4) Outline vanitas symbolism. Format: Historical technique analysis.;good;AI
Act as a Professional Artist focusing on Mural. 1) Define grid scaling. 2) Describe weatherproofing primers. 3) Detail spray paint caps. 4) Outline community engagement. Format: Public art proposal.;good;AI
Act as a Professional Artist focusing on Mixed media. 1) Explain structural integrity. 2) Describe resin pouring over acrylic. 3) Detail found object integration. 4) Outline textural contrast. Format: Experimental guide.;good;AI
Act as a Research Scientist focusing on CRISPR. 1) Define Cas9 endonuclease function. 2) Describe guide RNA design. 3) Detail off-target effects. 4) Outline ethical implications. Format: Scientific review.;good;AI
Act as a Research Scientist focusing on Quantum computing. 1) Explain superposition and entanglement. 2) Describe qubit decoherence. 3) Detail Shor's algorithm. 4) Outline cryogenic cooling needs. Format: Technical briefing.;good;AI
Act as a Research Scientist focusing on Dark matter. 1) Define galactic rotation curves. 2) Describe WIMP hypotheses. 3) Detail gravitational lensing. 4) Outline underground detection labs. Format: Astrophysics summary.;good;AI
Act as a Research Scientist focusing on Climate change. 1) Explain albedo feedback loops. 2) Describe ocean acidification chemistry. 3) Detail ice core isotope analysis. 4) Outline mitigation pathways. Format: Policy report.;good;AI
Act as a Research Scientist focusing on Nanotechnology. 1) Define self-assembly principles. 2) Describe carbon nanotube strength. 3) Detail targeted drug delivery. 4) Outline toxicity concerns. Format: Material science paper.;good;AI
Act as a Research Scientist focusing on Stem cells. 1) Differentiate totipotent vs pluripotent. 2) Describe induced pluripotency (iPSCs). 3) Detail differentiation protocols. 4) Outline regenerative therapies. Format: Biomedical overview.;good;AI
Act as a Research Scientist focusing on Neuroplasticity. 1) Explain synaptic pruning. 2) Describe long-term potentiation. 3) Detail stroke recovery mechanisms. 4) Outline environmental enrichment effects. Format: Neuroscience brief.;good;AI
Act as a Research Scientist focusing on Exoplanets. 1) Define transit photometry. 2) Describe radial velocity wobble. 3) Detail habitable zone metrics. 4) Outline biosignature detection. Format: Astronomical research proposal.;good;AI
Act as a Research Scientist focusing on Artificial intelligence. 1) Explain backpropagation. 2) Describe transformer architectures. 3) Detail overfitting prevention. 4) Outline alignment problems. Format: AI research summary.;good;AI
Act as a Research Scientist focusing on Renewable energy. 1) Define photovoltaic efficiency limits. 2) Describe pumped hydro storage. 3) Detail offshore wind turbines. 4) Outline grid parity economics. Format: Energy assessment.;good;AI
Act as a Research Scientist focusing on Fusion power. 1) Explain tokamak magnetic confinement. 2) Describe deuterium-tritium reactions. 3) Detail plasma disruption handling. 4) Outline net energy gain milestones. Format: Feasibility study.;good;AI
Act as a Research Scientist focusing on Graphene. 1) Define 2D hexagonal lattices. 2) Describe electrical conductivity. 3) Detail chemical vapor deposition. 4) Outline composite material applications. Format: Innovation report.;good;AI
Act as a Research Scientist focusing on Microbiome. 1) Explain gut-brain axis communication. 2) Describe 16S rRNA sequencing. 3) Detail dysbiosis impacts. 4) Outline fecal transplant efficacy. Format: Clinical research update.;good;AI
Act as a Research Scientist focusing on Epigenetics. 1) Define DNA methylation. 2) Describe histone acetylation. 3) Detail transgenerational inheritance. 4) Outline environmental triggers. Format: Genetics literature review.;good;AI
Act as a Research Scientist focusing on Antimicrobial resistance. 1) Explain horizontal gene transfer. 2) Describe efflux pump mechanisms. 3) Detail phage therapy alternatives. 4) Outline agricultural antibiotic bans. Format: Public health alert.;good;AI
Act as a Research Scientist focusing on Particle physics. 1) Define the Standard Model. 2) Describe the Higgs mechanism. 3) Detail LHC collision analysis. 4) Outline neutrino oscillation. Format: Theoretical framework.;good;AI
Act as a Research Scientist focusing on Bioinformatics. 1) Explain sequence alignment algorithms. 2) Describe protein folding prediction. 3) Detail genomic databases. 4) Outline pipeline automation. Format: Computational biology guide.;good;AI
Act as a Research Scientist focusing on Gene therapy. 1) Define viral vector delivery. 2) Describe AAV immunogenicity. 3) Detail in vivo vs ex vivo. 4) Outline FDA approval hurdles. Format: Translational medicine report.;good;AI
Act as a Research Scientist focusing on Space colonization. 1) Explain closed-loop life support. 2) Describe radiation shielding. 3) Detail microgravity bone loss. 4) Outline in-situ resource utilization. Format: Mission architecture.;good;AI
Act as a Research Scientist focusing on Synthetic biology. 1) Define bio-bricks. 2) Describe metabolic pathway engineering. 3) Detail minimal cell creation. 4) Outline biosecurity protocols. Format: Experimental design.;good;AI
Act as a Fiction Writer focusing on Sci-fi worldbuilding. 1) Establish a unique propulsion tech. 2) Describe alien diplomacy. 3) Detail corporate dystopia elements. 4) Outline a rebellion plot. Format: Series bible excerpt.;good;AI
Act as a Fiction Writer focusing on Fantasy magic. 1) Define a hard magic system's rules. 2) Describe the physical cost of casting. 3) Detail magical academies. 4) Outline a forbidden spell conflict. Format: Worldbuilding document.;good;AI
"Act as a Fiction Writer focusing on Character arcs. 1) Establish a fatal flaw. 2) Describe the inciting incident. 3) Detail the ""dark night of the soul"". 4) Outline the final resolution. Format: Character profile.";good;AI
Act as a Fiction Writer focusing on Plot twists. 1) Plant early subtle clues. 2) Describe the red herring. 3) Detail the reveal moment. 4) Outline the shifted perspective fallout. Format: Narrative outline.;good;AI
Act as a Fiction Writer focusing on Dialogue. 1) Establish distinct character voices. 2) Describe subtext and unspoken tension. 3) Detail interruption pacing. 4) Outline dialect consistency rules. Format: Scene script.;good;AI
Act as a Fiction Writer focusing on Pacing. 1) Alternate action and reaction scenes. 2) Describe tension ratcheting. 3) Detail chapter cliffhangers. 4) Outline slowing down for emotional beats. Format: Structural analysis.;good;AI
Act as a Fiction Writer focusing on Mystery clues. 1) Plant physical evidence. 2) Describe alibi verification. 3) Detail witness unreliability. 4) Outline the detective's deduction process. Format: Plot map.;good;AI
Act as a Fiction Writer focusing on Romance tropes. 1) Establish enemies-to-lovers setup. 2) Describe the forced proximity scenario. 3) Detail the miscommunication conflict. 4) Outline the grand gesture. Format: Story beat sheet.;good;AI
Act as a Fiction Writer focusing on Horror suspense. 1) Establish an isolated setting. 2) Describe sensory deprivation elements. 3) Detail the escalating dread. 4) Outline the monster reveal. Format: Atmospheric summary.;good;AI
Act as a Fiction Writer focusing on Thriller stakes. 1) Establish a ticking clock. 2) Describe personal vs global consequences. 3) Detail the antagonist's advantage. 4) Outline the high-speed climax. Format: Pitch document.;good;AI
Act as a Fiction Writer focusing on Historical accuracy. 1) Establish the 1920s setting. 2) Describe authentic slang. 3) Detail societal norms of the era. 4) Outline real-world event integration. Format: Research notes.;good;AI
Act as a Fiction Writer focusing on Satire. 1) Identify the societal critique target. 2) Describe exaggerated world rules. 3) Detail ironic character motivations. 4) Outline the absurd conclusion. Format: Thematic outline.;good;AI
Act as a Fiction Writer focusing on Dystopian. 1) Establish the totalitarian regime. 2) Describe the propaganda machine. 3) Detail the lower-class struggle. 4) Outline the spark of revolution. Format: Setting guide.;good;AI
Act as a Fiction Writer focusing on Cyberpunk. 1) Establish mega-corporation rule. 2) Describe neural augmentations. 3) Detail the neon-lit underworld. 4) Outline a data-heist plot. Format: Genre breakdown.;good;AI
